Order ID,Order Date,Ship Date,Year,Month,State,Region,Segment,Category,Sub-Category,Product Name,Sales,Cost,Profit,Quantity,Discount,Currency
OD-10189,04-06-2023,11-06-2023,2023,June,Illinois,South,Home Office,Office Supplies,Art,Product_16,1640.71,1610.44,30.27,6,0.2,USD
OD-10190,03-03-2023,08-03-2023,2023,March,Arizona,East,Home Office,Technology,Laptops,Product_9,1935.79,1683.46,252.33,13,0.1,USD
OD-10191,21-08-2023,25-08-2023,2023,August,Florida,South,Consumer,Furniture,Bookcases,Product_2,1166.51,1052.55,113.96,12,0.0,USD
OD-10192,28-03-2023,31-03-2023,2023,March,Florida,South,Home Office,Technology,Phones,Product_14,1028.55,1061.25,-32.7,10,0.3,USD
OD-10193,24-01-2024,30-01-2024,2024,January,Florida,West,Home Office,Furniture,Bookcases,Product_18,683.85,764.98,-81.13,11,0.3,USD
OD-10194,18-11-2022,20-11-2022,2022,November,Washington,Central,Home Office,Technology,Laptops,Product_22,1555.38,1551.46,3.92,12,0.2,USD
OD-10195,16-07-2022,18-07-2022,2022,July,Illinois,Central,Consumer,Technology,Laptops,Product_25,613.56,718.32,-104.76,4,0.3,USD
OD-10196,24-12-2022,29-12-2022,2022,December,Ohio,Central,Consumer,Office Supplies,Paper,Product_29,1961.31,1787.44,173.87,14,0.2,USD
OD-10197,03-04-2024,05-04-2024,2024,April,Texas,Central,Home Office,Technology,Phones,Product_12,1851.82,1783.61,68.21,11,0.2,USD
OD-10198,08-08-2022,10-08-2022,2022,August,Texas,Central,Consumer,Office Supplies,Paper,Product_20,1494.74,1550.51,-55.77,4,0.1,USD
OD-10199,28-06-2023,30-06-2023,2023,June,Ohio,East,Consumer,Office Supplies,Binders,Product_11,1448.85,1519.42,-70.57,2,0.1,USD
OD-10200,18-07-2023,20-07-2023,2023,July,Florida,South,Corporate,Technology,Laptops,Product_25,1929.63,1907.49,22.14,6,0.2,USD
OD-10201,27-02-2024,28-02-2024,2024,February,California,West,Home Office,Office Supplies,Art,Product_30,1846.87,1508.01,338.86,7,0.1,USD
OD-10202,07-02-2022,14-02-2022,2022,February,Illinois,West,Home Office,Technology,Accessories,Product_29,123.06,88.34,34.72,5,0.0,USD
OD-10203,10-12-2022,13-12-2022,2022,December,Arizona,South,Consumer,Technology,Laptops,Product_9,425.98,472.57,-46.59,2,0.2,USD
OD-10204,15-04-2023,21-04-2023,2023,April,Washington,West,Consumer,Technology,Laptops,Product_26,625.3,629.13,-3.83,11,0.1,USD
OD-10205,26-05-2024,01-06-2024,2024,May,Ohio,Central,Consumer,Technology,Accessories,Product_22,236.0,275.91,-39.91,3,0.3,USD
OD-10206,12-09-2022,13-09-2022,2022,September,Illinois,West,Corporate,Technology,Accessories,Product_11,638.79,565.08,73.71,12,0.0,USD
OD-10207,04-01-2023,10-01-2023,2023,January,Illinois,East,Corporate,Furniture,Chairs,Product_6,840.56,821.59,18.97,9,0.2,USD
OD-10208,17-10-2023,20-10-2023,2023,October,New York,West,Consumer,Technology,Laptops,Product_16,348.71,364.76,-16.05,12,0.2,USD
OD-10209,17-07-2023,21-07-2023,2023,July,Texas,West,Consumer,Office Supplies,Art,Product_17,921.16,1041.35,-120.19,12,0.2,USD
OD-10210,01-08-2023,02-08-2023,2023,August,New York,West,Home Office,Furniture,Bookcases,Product_6,689.83,842.24,-152.41,9,0.3,USD
OD-10211,30-07-2022,05-08-2022,2022,July,Arizona,East,Home Office,Office Supplies,Paper,Product_26,158.49,180.01,-21.52,3,0.3,USD
OD-10212,01-03-2022,06-03-2022,2022,March,California,Central,Home Office,Technology,Laptops,Product_13,546.19,494.53,51.66,1,0.1,USD
OD-10213,16-02-2022,20-02-2022,2022,February,California,East,Home Office,Technology,Laptops,Product_30,1793.73,2227.93,-434.2,15,0.3,USD
OD-10214,23-02-2023,25-02-2023,2023,February,Ohio,South,Corporate,Furniture,Bookcases,Product_15,1745.76,2018.25,-272.49,15,0.3,USD
OD-10215,01-12-2023,07-12-2023,2023,December,New York,Central,Consumer,Office Supplies,Binders,Product_18,816.46,686.88,129.58,3,0.1,USD
OD-10216,14-02-2024,15-02-2024,2024,February,Ohio,South,Home Office,Technology,Accessories,Product_27,497.84,553.21,-55.37,8,0.2,USD
OD-10217,13-07-2022,19-07-2022,2022,July,California,South,Home Office,Furniture,Chairs,Product_8,451.86,378.83,73.03,2,0.0,USD
OD-10218,20-11-2023,26-11-2023,2023,November,Arizona,East,Corporate,Furniture,Chairs,Product_8,1102.53,1008.78,93.75,13,0.0,USD
OD-10219,24-10-2022,26-10-2022,2022,October,Washington,Central,Home Office,Office Supplies,Art,Product_8,638.44,604.35,34.09,3,0.1,USD
OD-10220,09-10-2022,10-10-2022,2022,October,Ohio,West,Home Office,Office Supplies,Art,Product_18,1016.46,1070.89,-54.43,6,0.3,USD
OD-10221,23-11-2022,29-11-2022,2022,November,Ohio,West,Corporate,Technology,Accessories,Product_6,1521.11,1274.18,246.93,8,0.1,USD
OD-10222,04-11-2022,11-11-2022,2022,November,Ohio,South,Consumer,Office Supplies,Binders,Product_14,1136.71,1351.87,-215.16,3,0.3,USD
OD-10223,28-07-2022,31-07-2022,2022,July,Texas,South,Corporate,Office Supplies,Binders,Product_18,1462.94,1291.61,171.33,4,0.0,USD
OD-10224,21-11-2023,26-11-2023,2023,November,Florida,East,Consumer,Office Supplies,Binders,Product_16,457.33,491.27,-33.94,15,0.2,USD
OD-10225,16-01-2022,18-01-2022,2022,January,Arizona,East,Home Office,Furniture,Bookcases,Product_30,523.06,497.35,25.71,10,0.1,USD
OD-10226,03-09-2022,08-09-2022,2022,September,Washington,South,Corporate,Technology,Accessories,Product_10,560.05,634.82,-74.77,9,0.3,USD
OD-10227,02-04-2024,08-04-2024,2024,April,Washington,West,Corporate,Technology,Accessories,Product_14,139.15,120.32,18.83,14,0.1,USD
OD-10228,17-01-2022,20-01-2022,2022,January,New York,South,Corporate,Office Supplies,Art,Product_7,693.24,641.37,51.87,7,0.1,USD
OD-10229,02-11-2023,08-11-2023,2023,November,Arizona,South,Home Office,Technology,Accessories,Product_15,378.06,418.77,-40.71,13,0.2,USD
OD-10230,08-01-2024,13-01-2024,2024,January,California,East,Home Office,Technology,Phones,Product_27,1701.06,1290.96,410.1,14,0.0,USD
OD-10231,27-02-2023,01-03-2023,2023,February,New York,East,Home Office,Office Supplies,Binders,Product_1,476.5,540.77,-64.27,8,0.2,USD
OD-10232,16-10-2023,22-10-2023,2023,October,California,South,Consumer,Office Supplies,Paper,Product_18,1125.7,920.42,205.28,1,0.0,USD
OD-10233,09-10-2022,14-10-2022,2022,October,Texas,South,Consumer,Technology,Phones,Product_30,237.81,238.29,-0.48,3,0.1,USD
OD-10234,24-06-2023,27-06-2023,2023,June,Washington,South,Consumer,Technology,Accessories,Product_13,945.05,921.43,23.62,4,0.1,USD
OD-10235,27-04-2024,04-05-2024,2024,April,Ohio,East,Consumer,Furniture,Bookcases,Product_13,785.48,621.17,164.31,8,0.0,USD
OD-10236,21-12-2023,23-12-2023,2023,December,Washington,South,Home Office,Furniture,Tables,Product_19,1955.79,1745.66,210.13,2,0.0,USD
OD-10237,07-06-2024,13-06-2024,2024,June,Texas,Central,Consumer,Office Supplies,Paper,Product_22,1854.89,1678.97,175.92,15,0.0,USD
OD-10238,20-05-2024,23-05-2024,2024,May,Ohio,West,Home Office,Furniture,Chairs,Product_30,200.03,181.69,18.34,3,0.1,USD
OD-10239,19-05-2024,23-05-2024,2024,May,New York,Central,Corporate,Office Supplies,Art,Product_26,1977.53,1631.07,346.46,12,0.0,USD
OD-10240,21-12-2022,22-12-2022,2022,December,Washington,West,Consumer,Furniture,Tables,Product_20,1549.56,1561.6,-12.04,10,0.3,USD
OD-10241,01-12-2022,02-12-2022,2022,December,Florida,South,Corporate,Office Supplies,Paper,Product_12,1128.42,1358.13,-229.71,7,0.3,USD
OD-10242,23-08-2023,29-08-2023,2023,August,Texas,Central,Consumer,Technology,Phones,Product_3,572.55,495.31,77.24,7,0.1,USD
OD-10243,21-11-2022,24-11-2022,2022,November,Arizona,East,Corporate,Furniture,Chairs,Product_12,1534.63,1577.87,-43.24,2,0.1,USD
OD-10244,18-03-2023,22-03-2023,2023,March,California,South,Consumer,Office Supplies,Art,Product_3,740.13,691.33,48.8,2,0.2,USD
OD-10245,13-01-2022,16-01-2022,2022,January,Florida,East,Home Office,Technology,Accessories,Product_19,1066.15,1287.51,-221.36,11,0.3,USD
OD-10246,03-10-2022,06-10-2022,2022,October,New York,West,Consumer,Technology,Accessories,Product_14,588.13,620.09,-31.96,5,0.3,USD
OD-10247,05-01-2023,08-01-2023,2023,January,Florida,South,Home Office,Furniture,Bookcases,Product_15,258.6,184.33,74.27,5,0.0,USD
OD-10248,07-12-2022,14-12-2022,2022,December,Washington,Central,Corporate,Office Supplies,Paper,Product_14,1640.18,1599.0,41.18,14,0.1,USD
OD-10249,10-09-2023,16-09-2023,2023,September,Ohio,Central,Consumer,Furniture,Tables,Product_11,618.32,623.3,-4.98,12,0.3,USD
OD-10250,11-03-2024,13-03-2024,2024,March,Washington,Central,Corporate,Technology,Accessories,Product_4,1867.53,1642.63,224.9,4,0.1,USD
OD-10251,18-07-2023,19-07-2023,2023,July,Illinois,West,Corporate,Office Supplies,Paper,Product_27,1401.03,1515.57,-114.54,14,0.3,USD
OD-10252,23-05-2022,29-05-2022,2022,May,New York,Central,Home Office,Technology,Phones,Product_23,875.1,733.1,142.0,7,0.0,USD
OD-10253,05-09-2023,09-09-2023,2023,September,California,South,Home Office,Office Supplies,Paper,Product_26,1938.43,1788.51,149.92,12,0.0,USD
OD-10254,12-09-2022,18-09-2022,2022,September,California,West,Home Office,Office Supplies,Paper,Product_19,1968.04,1984.37,-16.33,11,0.3,USD
OD-10255,06-12-2022,13-12-2022,2022,December,Illinois,East,Consumer,Technology,Phones,Product_8,1045.82,981.56,64.26,9,0.1,USD
OD-10256,05-02-2023,09-02-2023,2023,February,California,West,Corporate,Office Supplies,Art,Product_16,253.87,233.81,20.06,7,0.0,USD
OD-10257,18-01-2024,20-01-2024,2024,January,Florida,Central,Corporate,Technology,Accessories,Product_17,991.71,833.49,158.22,8,0.0,USD
OD-10258,15-12-2023,19-12-2023,2023,December,Texas,Central,Consumer,Technology,Phones,Product_1,1705.9,1331.82,374.08,11,0.0,USD
OD-10259,18-06-2022,24-06-2022,2022,June,New York,West,Home Office,Furniture,Bookcases,Product_11,1141.71,971.09,170.62,8,0.1,USD
OD-10260,07-10-2023,09-10-2023,2023,October,California,South,Corporate,Furniture,Bookcases,Product_24,1247.51,1374.69,-127.18,4,0.3,USD
OD-10261,03-02-2023,04-02-2023,2023,February,Texas,West,Corporate,Office Supplies,Binders,Product_19,248.42,238.12,10.3,14,0.1,USD
OD-10262,21-07-2022,25-07-2022,2022,July,Washington,South,Home Office,Furniture,Tables,Product_20,807.85,697.19,110.66,7,0.0,USD
OD-10263,15-05-2024,19-05-2024,2024,May,Texas,Central,Home Office,Office Supplies,Binders,Product_22,311.2,303.0,8.2,2,0.1,USD
OD-10264,07-07-2022,10-07-2022,2022,July,New York,South,Corporate,Office Supplies,Binders,Product_19,798.23,870.97,-72.74,3,0.3,USD
OD-10265,12-12-2023,18-12-2023,2023,December,Illinois,West,Corporate,Furniture,Bookcases,Product_5,414.84,454.31,-39.47,14,0.3,USD
OD-10266,05-06-2024,08-06-2024,2024,June,Ohio,West,Consumer,Furniture,Tables,Product_18,1035.6,1117.23,-81.63,8,0.3,USD
OD-10267,02-03-2023,08-03-2023,2023,March,California,West,Consumer,Technology,Accessories,Product_26,1534.06,1351.95,182.11,5,0.0,USD
OD-10268,05-07-2023,08-07-2023,2023,July,Texas,South,Home Office,Furniture,Tables,Product_19,272.7,276.65,-3.95,13,0.2,USD
OD-10269,14-02-2024,15-02-2024,2024,February,Texas,West,Corporate,Office Supplies,Paper,Product_24,1668.64,1627.88,40.76,13,0.1,USD
OD-10270,03-02-2022,07-02-2022,2022,February,Texas,East,Corporate,Technology,Accessories,Product_25,1633.18,1526.6,106.58,4,0.2,USD
OD-10271,17-09-2023,23-09-2023,2023,September,Florida,West,Consumer,Technology,Phones,Product_26,165.75,165.88,-0.13,6,0.2,USD
OD-10272,22-06-2022,25-06-2022,2022,June,Illinois,Central,Home Office,Office Supplies,Paper,Product_28,1053.11,964.76,88.35,15,0.0,USD
OD-10273,08-02-2024,15-02-2024,2024,February,New York,Central,Home Office,Technology,Phones,Product_23,1738.85,1516.54,222.31,4,0.1,USD
OD-10274,28-04-2024,30-04-2024,2024,April,Illinois,South,Consumer,Office Supplies,Paper,Product_21,857.74,678.98,178.76,8,0.0,USD
OD-10275,27-02-2024,28-02-2024,2024,February,Washington,Central,Home Office,Technology,Laptops,Product_15,1903.0,1394.47,508.53,6,0.0,USD
OD-10276,17-05-2024,23-05-2024,2024,May,Washington,South,Home Office,Furniture,Bookcases,Product_28,173.49,207.41,-33.92,9,0.3,USD
OD-10277,16-03-2023,23-03-2023,2023,March,Illinois,Central,Corporate,Furniture,Tables,Product_11,1117.26,1176.39,-59.13,3,0.3,USD
OD-10278,30-11-2023,07-12-2023,2023,November,Arizona,East,Home Office,Furniture,Chairs,Product_1,292.26,274.63,17.63,14,0.1,USD
OD-10279,01-01-2022,05-01-2022,2022,January,Illinois,West,Home Office,Furniture,Bookcases,Product_6,1755.13,1977.44,-222.31,15,0.2,USD
OD-10280,05-01-2023,08-01-2023,2023,January,Ohio,West,Consumer,Furniture,Tables,Product_21,645.74,608.73,37.01,12,0.1,USD
OD-10281,04-04-2022,10-04-2022,2022,April,Texas,West,Corporate,Furniture,Chairs,Product_5,1207.68,1506.8,-299.12,9,0.3,USD
OD-10282,14-12-2023,17-12-2023,2023,December,Texas,West,Corporate,Furniture,Tables,Product_8,796.99,736.58,60.41,12,0.0,USD
OD-10283,12-01-2023,15-01-2023,2023,January,New York,West,Home Office,Furniture,Tables,Product_3,1084.49,1019.39,65.1,1,0.1,USD
OD-10284,10-01-2024,12-01-2024,2024,January,Arizona,West,Corporate,Office Supplies,Art,Product_28,473.63,433.37,40.26,15,0.0,USD
OD-10285,07-05-2022,12-05-2022,2022,May,Washington,Central,Corporate,Office Supplies,Paper,Product_26,322.67,286.52,36.15,5,0.0,USD
OD-10286,08-09-2023,13-09-2023,2023,September,California,Central,Home Office,Office Supplies,Art,Product_28,1701.79,1869.65,-167.86,15,0.2,USD
OD-10287,14-09-2023,19-09-2023,2023,September,California,South,Corporate,Furniture,Bookcases,Product_26,1800.93,2077.42,-276.49,4,0.3,USD
OD-10288,04-09-2022,08-09-2022,2022,September,California,East,Home Office,Office Supplies,Art,Product_12,1871.15,1936.26,-65.11,3,0.3,USD
OD-10289,06-08-2023,10-08-2023,2023,August,Texas,West,Corporate,Technology,Laptops,Product_1,1195.36,1310.19,-114.83,1,0.2,USD
OD-10290,03-03-2022,10-03-2022,2022,March,Ohio,Central,Home Office,Technology,Laptops,Product_14,1418.53,1391.06,27.47,2,0.1,USD
OD-10291,14-11-2022,15-11-2022,2022,November,Washington,West,Home Office,Office Supplies,Binders,Product_13,1193.55,1041.32,152.23,13,0.0,USD
OD-10292,24-03-2023,30-03-2023,2023,March,Ohio,West,Consumer,Furniture,Chairs,Product_4,934.08,815.15,118.93,10,0.0,USD
OD-10293,30-01-2024,05-02-2024,2024,January,New York,East,Consumer,Office Supplies,Binders,Product_23,72.13,73.52,-1.39,8,0.2,USD
OD-10294,12-03-2024,19-03-2024,2024,March,New York,West,Corporate,Office Supplies,Paper,Product_24,1573.19,1191.13,382.06,5,0.0,USD
OD-10295,31-01-2022,03-02-2022,2022,January,Texas,East,Corporate,Technology,Accessories,Product_16,937.64,773.64,164.0,6,0.0,USD
OD-10296,04-08-2023,06-08-2023,2023,August,Texas,Central,Consumer,Technology,Phones,Product_8,1494.52,1098.96,395.56,1,0.0,USD
OD-10297,13-01-2022,15-01-2022,2022,January,New York,Central,Corporate,Furniture,Tables,Product_6,1865.76,1514.59,351.17,14,0.0,USD
OD-10298,02-01-2024,08-01-2024,2024,January,Florida,West,Corporate,Office Supplies,Paper,Product_14,1835.92,1732.19,103.73,6,0.2,USD
OD-10299,09-08-2023,12-08-2023,2023,August,Florida,East,Consumer,Furniture,Bookcases,Product_26,1055.76,1301.51,-245.75,1,0.3,USD
OD-10300,22-04-2023,29-04-2023,2023,April,Arizona,Central,Consumer,Technology,Accessories,Product_1,769.39,742.54,26.85,5,0.2,USD
OD-10301,06-09-2022,10-09-2022,2022,September,Florida,South,Consumer,Technology,Laptops,Product_5,62.44,55.68,6.76,7,0.0,USD
OD-10302,21-12-2022,27-12-2022,2022,December,Ohio,Central,Consumer,Office Supplies,Binders,Product_28,1489.26,1338.4,150.86,5,0.0,USD
OD-10303,01-09-2022,05-09-2022,2022,September,Illinois,West,Home Office,Technology,Phones,Product_3,135.61,145.75,-10.14,4,0.3,USD
OD-10304,17-01-2023,21-01-2023,2023,January,New York,East,Home Office,Office Supplies,Binders,Product_21,1648.93,1387.17,261.76,2,0.0,USD
OD-10305,14-05-2022,16-05-2022,2022,May,Washington,Central,Corporate,Technology,Accessories,Product_11,932.88,666.18,266.7,4,0.0,USD
OD-10306,20-05-2022,27-05-2022,2022,May,New York,West,Consumer,Office Supplies,Binders,Product_15,958.81,782.41,176.4,7,0.0,USD
OD-10307,28-02-2024,01-03-2024,2024,February,Texas,South,Corporate,Technology,Accessories,Product_3,357.35,337.13,20.22,11,0.2,USD
OD-10308,15-12-2023,20-12-2023,2023,December,Texas,Central,Consumer,Furniture,Chairs,Product_23,534.03,598.99,-64.96,6,0.3,USD
OD-10309,25-11-2023,28-11-2023,2023,November,Arizona,East,Corporate,Technology,Phones,Product_18,1508.75,1259.04,249.71,4,0.0,USD
OD-10310,03-04-2024,10-04-2024,2024,April,Florida,East,Consumer,Furniture,Chairs,Product_5,436.36,426.95,9.41,7,0.2,USD
OD-10311,23-10-2023,24-10-2023,2023,October,California,Central,Consumer,Office Supplies,Art,Product_3,435.61,456.38,-20.77,11,0.3,USD
OD-10312,05-04-2022,12-04-2022,2022,April,California,East,Corporate,Technology,Phones,Product_6,1852.06,2085.36,-233.3,7,0.3,USD
OD-10313,27-01-2023,02-02-2023,2023,January,New York,Central,Consumer,Technology,Phones,Product_9,595.72,620.35,-24.63,15,0.1,USD
OD-10314,27-09-2023,02-10-2023,2023,September,Ohio,Central,Corporate,Furniture,Bookcases,Product_29,1123.84,989.04,134.8,1,0.0,USD
OD-10315,21-05-2022,25-05-2022,2022,May,California,West,Home Office,Furniture,Bookcases,Product_13,1574.74,1754.06,-179.32,6,0.3,USD
OD-10316,12-05-2023,15-05-2023,2023,May,Illinois,Central,Corporate,Office Supplies,Art,Product_6,100.82,105.12,-4.3,10,0.1,USD
OD-10317,10-04-2024,17-04-2024,2024,April,Washington,South,Home Office,Technology,Phones,Product_25,1188.78,1218.46,-29.68,4,0.1,USD
OD-10318,04-11-2023,06-11-2023,2023,November,Ohio,East,Consumer,Technology,Laptops,Product_12,1873.65,1884.84,-11.19,14,0.1,USD
OD-10319,30-08-2023,02-09-2023,2023,August,California,Central,Home Office,Office Supplies,Art,Product_23,1416.09,1287.54,128.55,10,0.1,USD
OD-10320,12-07-2022,19-07-2022,2022,July,Arizona,Central,Consumer,Technology,Laptops,Product_2,226.0,236.17,-10.17,4,0.1,USD
OD-10321,05-05-2023,06-05-2023,2023,May,Washington,West,Consumer,Technology,Laptops,Product_23,396.05,449.56,-53.51,13,0.2,USD
OD-10322,01-06-2022,06-06-2022,2022,June,Washington,East,Home Office,Office Supplies,Binders,Product_3,778.5,859.07,-80.57,11,0.3,USD
OD-10323,11-12-2022,14-12-2022,2022,December,Ohio,West,Home Office,Technology,Phones,Product_26,1296.57,1434.59,-138.02,8,0.2,USD
OD-10324,30-07-2023,05-08-2023,2023,July,New York,West,Home Office,Office Supplies,Paper,Product_13,648.31,724.92,-76.61,12,0.2,USD
OD-10325,17-01-2024,18-01-2024,2024,January,California,South,Home Office,Office Supplies,Art,Product_6,1224.66,1090.06,134.6,15,0.1,USD
OD-10326,17-04-2022,21-04-2022,2022,April,Washington,East,Consumer,Furniture,Tables,Product_11,377.38,280.99,96.39,15,0.0,USD
OD-10327,18-11-2023,24-11-2023,2023,November,Illinois,South,Consumer,Office Supplies,Paper,Product_7,536.6,582.66,-46.06,2,0.2,USD
OD-10328,21-04-2022,27-04-2022,2022,April,Ohio,South,Corporate,Furniture,Chairs,Product_6,1774.88,2062.75,-287.87,8,0.3,USD
OD-10329,20-01-2023,21-01-2023,2023,January,Arizona,West,Consumer,Technology,Laptops,Product_3,1608.43,1841.62,-233.19,1,0.2,USD
OD-10330,25-09-2022,26-09-2022,2022,September,New York,West,Corporate,Furniture,Tables,Product_24,196.25,169.86,26.39,15,0.0,USD
OD-10331,21-09-2023,25-09-2023,2023,September,New York,South,Home Office,Office Supplies,Binders,Product_20,1785.02,1650.58,134.44,3,0.0,USD
OD-10332,30-07-2022,01-08-2022,2022,July,Illinois,Central,Home Office,Technology,Laptops,Product_10,513.22,568.16,-54.94,1,0.3,USD
OD-10333,10-05-2024,14-05-2024,2024,May,Ohio,Central,Consumer,Furniture,Chairs,Product_3,624.37,749.29,-124.92,11,0.3,USD
OD-10334,27-01-2022,29-01-2022,2022,January,Arizona,Central,Consumer,Furniture,Bookcases,Product_28,275.24,311.64,-36.4,13,0.3,USD
OD-10335,08-11-2023,11-11-2023,2023,November,Washington,South,Consumer,Furniture,Bookcases,Product_29,793.82,983.42,-189.6,3,0.3,USD
OD-10336,27-03-2023,31-03-2023,2023,March,California,Central,Home Office,Technology,Phones,Product_5,1516.86,1408.52,108.34,11,0.0,USD
OD-10337,19-12-2022,26-12-2022,2022,December,California,West,Home Office,Office Supplies,Paper,Product_27,804.86,811.78,-6.92,9,0.3,USD
OD-10338,05-12-2023,12-12-2023,2023,December,Illinois,West,Corporate,Technology,Laptops,Product_3,819.87,675.96,143.91,14,0.0,USD
OD-10339,14-06-2023,21-06-2023,2023,June,Arizona,West,Consumer,Office Supplies,Art,Product_6,1900.67,1611.55,289.12,3,0.1,USD
OD-10340,10-05-2022,11-05-2022,2022,May,New York,South,Consumer,Technology,Phones,Product_27,1210.34,1123.49,86.85,6,0.0,USD
OD-10341,24-07-2023,28-07-2023,2023,July,Arizona,Central,Home Office,Office Supplies,Paper,Product_30,1753.26,2142.26,-389.0,13,0.3,USD
OD-10342,03-06-2022,05-06-2022,2022,June,Texas,East,Consumer,Office Supplies,Art,Product_26,607.88,565.65,42.23,9,0.2,USD
OD-10343,28-09-2022,02-10-2022,2022,September,New York,South,Consumer,Office Supplies,Paper,Product_9,835.8,1036.65,-200.85,10,0.3,USD
OD-10344,19-06-2024,22-06-2024,2024,June,Arizona,East,Home Office,Office Supplies,Binders,Product_30,573.74,496.59,77.15,6,0.0,USD
OD-10345,23-03-2024,26-03-2024,2024,March,Texas,South,Home Office,Technology,Accessories,Product_28,494.52,522.46,-27.94,5,0.3,USD
OD-10346,25-11-2022,28-11-2022,2022,November,Arizona,East,Consumer,Office Supplies,Paper,Product_7,1831.19,1941.29,-110.1,7,0.3,USD
OD-10347,07-06-2024,10-06-2024,2024,June,Illinois,West,Consumer,Furniture,Bookcases,Product_23,1038.25,941.24,97.01,3,0.0,USD
OD-10348,15-06-2024,22-06-2024,2024,June,Arizona,West,Consumer,Furniture,Chairs,Product_2,1840.16,1806.13,34.03,12,0.1,USD
OD-10349,23-04-2024,27-04-2024,2024,April,California,East,Home Office,Office Supplies,Paper,Product_8,776.31,935.92,-159.61,10,0.3,USD
OD-10350,10-06-2024,14-06-2024,2024,June,New York,Central,Corporate,Office Supplies,Art,Product_27,1794.26,1576.67,217.59,12,0.0,USD
OD-10351,31-01-2023,01-02-2023,2023,January,Florida,West,Consumer,Furniture,Bookcases,Product_22,453.13,508.27,-55.14,11,0.3,USD
OD-10352,04-06-2024,11-06-2024,2024,June,New York,South,Consumer,Office Supplies,Binders,Product_20,1611.69,1608.33,3.36,4,0.2,USD
OD-10353,09-11-2022,15-11-2022,2022,November,Ohio,Central,Corporate,Office Supplies,Art,Product_28,729.98,681.31,48.67,5,0.1,USD
OD-10354,25-11-2023,30-11-2023,2023,November,Washington,East,Consumer,Office Supplies,Paper,Product_18,1312.32,1411.24,-98.92,10,0.2,USD
OD-10355,21-04-2022,25-04-2022,2022,April,Washington,Central,Home Office,Furniture,Tables,Product_28,589.93,650.64,-60.71,11,0.2,USD
OD-10356,14-06-2023,21-06-2023,2023,June,Washington,South,Home Office,Furniture,Chairs,Product_22,322.86,323.06,-0.2,1,0.3,USD
OD-10357,23-09-2022,27-09-2022,2022,September,Florida,East,Home Office,Technology,Accessories,Product_11,1466.77,1501.05,-34.28,4,0.3,USD
OD-10358,19-11-2023,22-11-2023,2023,November,New York,West,Home Office,Office Supplies,Paper,Product_10,240.33,232.81,7.52,3,0.2,USD
OD-10359,27-07-2023,03-08-2023,2023,July,Texas,Central,Home Office,Furniture,Bookcases,Product_8,742.8,776.14,-33.34,12,0.2,USD
OD-10360,06-12-2022,09-12-2022,2022,December,Texas,Central,Corporate,Technology,Laptops,Product_16,154.67,128.68,25.99,11,0.0,USD
OD-10361,19-07-2022,24-07-2022,2022,July,Illinois,South,Home Office,Furniture,Bookcases,Product_14,155.42,157.85,-2.43,14,0.1,USD
OD-10362,25-07-2022,28-07-2022,2022,July,Washington,South,Consumer,Technology,Laptops,Product_28,1445.55,1197.07,248.48,13,0.0,USD
OD-10363,09-10-2023,11-10-2023,2023,October,Arizona,East,Consumer,Technology,Laptops,Product_9,458.3,415.19,43.11,13,0.1,USD
OD-10364,12-06-2022,16-06-2022,2022,June,Ohio,South,Home Office,Furniture,Chairs,Product_13,886.6,1107.22,-220.62,8,0.3,USD
OD-10365,01-07-2023,03-07-2023,2023,July,Florida,East,Corporate,Office Supplies,Paper,Product_1,1369.66,1360.67,8.99,11,0.1,USD
OD-10366,17-06-2024,20-06-2024,2024,June,Illinois,East,Corporate,Technology,Phones,Product_6,177.31,161.86,15.45,1,0.2,USD
OD-10367,12-04-2023,18-04-2023,2023,April,New York,Central,Corporate,Office Supplies,Art,Product_11,1992.47,1917.69,74.78,8,0.2,USD
OD-10368,18-06-2022,25-06-2022,2022,June,New York,West,Consumer,Technology,Phones,Product_7,1481.45,1509.91,-28.46,10,0.1,USD
OD-10369,30-12-2023,05-01-2024,2023,December,California,Central,Home Office,Furniture,Tables,Product_20,1989.63,1565.06,424.57,11,0.0,USD
OD-10370,21-01-2022,22-01-2022,2022,January,Ohio,South,Corporate,Office Supplies,Binders,Product_4,1117.2,1115.67,1.53,8,0.1,USD
OD-10371,04-12-2023,10-12-2023,2023,December,Texas,South,Home Office,Furniture,Tables,Product_22,1064.6,1006.36,58.24,10,0.1,USD
OD-10372,18-04-2022,23-04-2022,2022,April,Texas,East,Corporate,Office Supplies,Art,Product_26,257.21,220.05,37.16,4,0.1,USD
OD-10373,01-05-2024,06-05-2024,2024,May,New York,South,Corporate,Furniture,Tables,Product_2,1118.87,982.31,136.56,15,0.1,USD
OD-10374,08-05-2023,11-05-2023,2023,May,Texas,East,Home Office,Furniture,Chairs,Product_30,265.34,321.78,-56.44,10,0.3,USD
OD-10375,03-04-2022,10-04-2022,2022,April,Florida,East,Corporate,Office Supplies,Binders,Product_15,1977.9,2045.01,-67.11,5,0.2,USD
OD-10376,13-04-2022,20-04-2022,2022,April,Washington,Central,Corporate,Furniture,Chairs,Product_14,1490.15,1412.04,78.11,2,0.0,USD
OD-10377,22-05-2022,28-05-2022,2022,May,Arizona,Central,Corporate,Office Supplies,Binders,Product_20,573.2,491.14,82.06,12,0.0,USD
